地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市新埔里,35,12,11,1,34.29%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中山里,22,10,10,--,45.45%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市慈文里,21,4,4,--,19.05%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市西湖里,3,1,1,--,33.33%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市南門里,11,4,3,1,36.36%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市南華里,--,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市玉山里,10,2,2,--,20%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中成里,13,4,4,--,30.77%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中正里,15,3,3,--,20%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市北門里,3,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市雲林里,31,13,13,--,41.94%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市福林里,4,2,2,--,50%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市光興里,2,1,1,--,50%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍山里,34,13,13,--,38.24%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍岡里,17,6,6,--,35.29%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市成功里,8,4,3,1,50%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市青溪里,11,9,9,--,81.82%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市朝陽里,3,2,2,--,66.67%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中興里,8,4,4,--,50%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市豐林里,24,7,7,--,29.17%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市建國里,7,5,5,--,71.43%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市大豐里,22,8,8,--,36.36%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市福安里,9,4,4,--,44.44%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市三民里,11,4,4,--,36.36%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市大興里,31,11,11,--,35.48%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市春日里,23,7,7,--,30.43%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市信光里,19,6,6,--,31.58%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中寧里,14,4,3,1,28.57%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市同安里,28,13,13,--,46.43%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市莊敬里,10,6,6,--,60%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市文中里,3,2,2,--,66.67%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市泰山里,5,3,3,--,60%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中路里,22,8,8,--,36.36%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中德里,28,18,17,1,64.29%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍祥里,22,7,7,--,31.82%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市大有里,22,4,4,--,18.18%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市寶山里,30,14,14,--,46.67%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍鳳里,20,6,5,1,30%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍安里,20,7,6,1,35%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市自強里,23,8,8,--,34.78%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中信里,17,6,6,--,35.29%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市長德里,8,2,2,--,25%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中平里,7,3,3,--,42.86%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中原里,8,3,3,--,37.5%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中泰里,14,5,5,--,35.71%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市南埔里,11,6,6,--,54.55%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市寶慶里,8,2,2,--,25%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市北埔里,21,8,8,--,38.1%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市中聖里,21,8,8,--,38.1%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市龍壽里,24,9,9,--,37.5%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市同德里,10,4,2,2,40%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市明德里,8,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市寶安里,34,9,9,--,26.47%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市瑞慶里,13,3,2,1,23.08%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區桃園市,1048,384,372,12,36.64%,桃園縣第十四選區桃園市三元里,26,14,14,--,53.85%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市龍平里,18,13,13,--,72.22%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市龍昌里,55,23,23,--,41.82%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市仁德里,29,11,11,--,37.93%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市永興里,1,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市內壢里,8,4,4,--,50%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市成功里,35,10,9,1,28.57%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市光明里,9,4,4,--,44.44%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市自立里,71,33,29,4,46.48%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市自強里,10,2,2,--,20%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市中堅里,28,10,10,--,35.71%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市龍興里,19,8,8,--,42.11%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市仁美里,28,13,13,--,46.43%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市仁愛里,23,13,13,--,56.52%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市新街里,5,2,2,--,40%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市中央里,1,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市普仁里,9,4,3,1,44.44%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市普義里,25,5,5,--,20%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市忠義里,3,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市中正里,46,25,25,--,54.35%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市興仁里,15,2,2,--,13.33%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市東興里,9,--,--,--,--
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市洽溪里,3,1,1,--,33.33%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市篤行里,9,5,4,1,55.56%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市新明里,13,6,6,--,46.15%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市新興里,38,12,11,1,31.58%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市中原里,10,3,3,--,30%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市內定里,18,3,3,--,16.67%
桃園縣,1974758,1432291,99,67,32,60,36,24,770634,757542,13092,72.53%,53.8%,60.61%,桃園縣第十四選區,26010,15282,3,2,1,1,--,1,7412,7228,184,58.75%,48.5%,33.33%,桃園縣第十四選區中壢市,1524,610,594,16,40.03%,桃園縣第十四選區中壢市中壢里,--,--,--,--,--
